time,data,noise,global_outlier,constant
2023-08-26 01:05:10+00:00,4.506,False,False,False
2023-08-26 01:05:20+00:00,2.982,False,False,False
2023-08-26 01:05:30+00:00,2.982,False,False,False
2023-08-26 01:05:40+00:00,4.342,False,False,False
2023-08-26 01:05:50+00:00,4.342,False,False,False
2023-08-26 01:06:00+00:00,3.534,False,False,False
2023-08-26 01:06:10+00:00,6.262,False,False,False
2023-08-26 01:06:20+00:00,6.262,False,False,False
2023-08-26 01:06:30+00:00,3.731,False,False,False
2023-08-26 01:06:40+00:00,3.731,False,False,False
2023-08-26 01:06:50+00:00,2.919,False,False,False
2023-08-26 01:07:00+00:00,2.919,False,False,False
2023-08-26 01:07:10+00:00,4.185,False,False,False
2023-08-26 01:07:20+00:00,4.185,False,False,False
2023-08-26 01:07:30+00:00,4.192,False,False,False
2023-08-26 01:07:40+00:00,3.704,False,False,False
2023-08-26 01:07:50+00:00,3.704,False,False,False
2023-08-26 01:08:00+00:00,3.704,False,False,False
2023-08-26 01:08:10+00:00,4.147,False,False,False
2023-08-26 01:08:20+00:00,2.665,False,False,False
2023-08-26 01:08:30+00:00,2.665,False,False,False
2023-08-26 01:08:40+00:00,2.992,False,False,False
2023-08-26 01:08:50+00:00,2.992,False,False,False
2023-08-26 01:09:00+00:00,3.696,False,False,False
2023-08-26 01:09:10+00:00,3.696,False,False,False
2023-08-26 01:09:20+00:00,4.522,False,False,False
2023-08-26 01:09:30+00:00,4.522,False,False,False
2023-08-26 01:09:40+00:00,5.171,False,False,False
2023-08-26 01:09:50+00:00,2.527,False,False,False
2023-08-26 01:10:00+00:00,2.527,False,False,False
2023-08-26 01:10:10+00:00,4.306,False,False,False
2023-08-26 01:10:20+00:00,4.306,False,False,False
2023-08-26 01:10:30+00:00,4.294,False,False,False
2023-08-26 01:10:40+00:00,4.294,False,False,False
2023-08-26 01:10:50+00:00,3.078,False,False,False
2023-08-26 01:11:00+00:00,3.078,False,False,False
2023-08-26 01:11:10+00:00,5.628,False,False,False
2023-08-26 01:11:20+00:00,4.183,False,False,False
2023-08-26 01:11:30+00:00,4.183,False,False,False
2023-08-26 01:11:40+00:00,4.183,False,False,False
2023-08-26 01:11:50+00:00,3.33,False,False,False
2023-08-26 01:12:00+00:00,2.706,False,False,False
2023-08-26 01:12:10+00:00,2.706,False,False,False
2023-08-26 01:12:20+00:00,3.602,False,False,False
2023-08-26 01:12:30+00:00,3.602,False,False,False
2023-08-26 01:12:40+00:00,5.449,False,False,False
2023-08-26 01:12:50+00:00,5.449,False,False,False
2023-08-26 01:13:00+00:00,4.671,False,False,False
2023-08-26 01:13:10+00:00,4.671,False,False,False
2023-08-26 01:13:20+00:00,3.516,False,False,False
2023-08-26 01:13:30+00:00,2.924,False,False,False
2023-08-26 01:13:40+00:00,2.924,False,False,False
2023-08-26 01:13:50+00:00,3.831,False,False,False
2023-08-26 01:14:00+00:00,3.831,False,False,False
2023-08-26 01:14:10+00:00,4.155,False,False,False
2023-08-26 01:14:20+00:00,4.155,False,False,False
2023-08-26 01:14:30+00:00,3.272,False,False,False
2023-08-26 01:14:40+00:00,3.272,False,False,False
2023-08-26 01:14:50+00:00,3.643,False,False,False
2023-08-26 01:15:00+00:00,4.328,False,False,False
2023-08-26 01:15:10+00:00,4.328,False,False,False
2023-08-26 01:15:20+00:00,4.328,False,False,False
2023-08-26 01:15:30+00:00,2.562,False,False,False
2023-08-26 01:15:40+00:00,1.882,False,False,False
2023-08-26 01:15:50+00:00,1.882,False,False,False
2023-08-26 01:16:00+00:00,3.748,False,False,False
2023-08-26 01:16:10+00:00,3.748,False,False,False
2023-08-26 01:16:20+00:00,4.051,False,False,False
2023-08-26 01:16:30+00:00,4.051,False,False,False
2023-08-26 01:16:40+00:00,4.271,False,False,False
2023-08-26 01:16:50+00:00,4.271,False,False,False
2023-08-26 01:17:00+00:00,3.159,False,False,False
2023-08-26 01:17:10+00:00,4.413,False,False,False
2023-08-26 01:17:20+00:00,4.413,False,False,False
2023-08-26 01:17:30+00:00,4.969,False,False,False
2023-08-26 01:17:40+00:00,4.969,False,False,False
2023-08-26 01:17:50+00:00,3.777,False,False,False
2023-08-26 01:18:00+00:00,3.777,False,False,False
2023-08-26 01:18:10+00:00,3.74,False,False,False
2023-08-26 01:18:20+00:00,3.74,False,False,False
2023-08-26 01:18:30+00:00,2.899,False,False,False
2023-08-26 01:18:40+00:00,3.554,False,False,False
2023-08-26 01:18:50+00:00,3.554,False,False,False
2023-08-26 01:19:00+00:00,3.554,False,False,False
2023-08-26 01:19:10+00:00,4.567,False,False,False
2023-08-26 01:19:20+00:00,4.999,False,False,False
2023-08-26 01:19:30+00:00,4.999,False,False,False
2023-08-26 01:19:40+00:00,3.849,False,False,False
2023-08-26 01:19:50+00:00,3.849,False,False,False
2023-08-26 01:20:00+00:00,3.763,False,False,False
2023-08-26 01:20:10+00:00,3.763,False,False,False
2023-08-26 01:20:20+00:00,4.195,False,False,False
2023-08-26 01:20:30+00:00,4.195,False,False,False
2023-08-26 01:20:40+00:00,3.083,False,False,False
2023-08-26 01:20:50+00:00,4.708,False,False,False
2023-08-26 01:21:00+00:00,4.708,False,False,False
2023-08-26 01:21:10+00:00,3.2,False,False,False
2023-08-26 01:21:20+00:00,3.2,False,False,False
2023-08-26 01:21:30+00:00,3.49,False,False,False
2023-08-26 01:21:40+00:00,3.49,False,False,False
2023-08-26 01:21:50+00:00,3.274,False,False,False
2023-08-26 01:22:00+00:00,3.274,False,False,False
2023-08-26 01:22:10+00:00,5.226,False,False,False
2023-08-26 01:22:20+00:00,3.502,False,False,False
2023-08-26 01:22:30+00:00,3.502,False,False,False
2023-08-26 01:22:40+00:00,3.502,False,False,False
2023-08-26 01:22:50+00:00,5.071,False,False,False
2023-08-26 01:23:00+00:00,4.669,False,False,False
2023-08-26 01:23:10+00:00,4.669,False,False,False
2023-08-26 01:23:20+00:00,4.329,False,False,False
2023-08-26 01:23:30+00:00,4.329,False,False,False
2023-08-26 01:23:40+00:00,3.804,False,False,False
2023-08-26 01:23:50+00:00,3.804,False,False,False
2023-08-26 01:24:00+00:00,3.185,False,False,False
2023-08-26 01:24:10+00:00,3.185,False,False,False
2023-08-26 01:24:20+00:00,5.822,False,False,False
2023-08-26 01:24:30+00:00,4.562,False,False,False
2023-08-26 01:24:40+00:00,4.562,False,False,False
2023-08-26 01:24:50+00:00,3.58,False,False,False
2023-08-26 01:25:00+00:00,3.58,False,False,False
2023-08-26 01:25:10+00:00,4.59,False,False,False
2023-08-26 01:25:20+00:00,4.59,False,False,False
2023-08-26 01:25:30+00:00,3.688,False,False,False
